scientific_name,common_name,class,order,family,phylum,national_rank,top5,top10,protective_context_count,protective_chemical_count,warning_context_count,warning_chemical_count,broad_life_stage_category_count,eligible_state_count,state_occurrence_available,evidence_support,evidence_support_label,official_or_common_method_species,testing_priority,rank_scope,note
Anax sp.,,Insecta,Odonata,Aeshnidae,Arthropoda,1226,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026777928879366,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acipenser baerii,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,1227,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0036977292525297,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hydrophilus triangularis,,Insecta,Coleoptera,Hydrophilidae,Arthropoda,1228,False,False,6,3,0,0,2,45,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0098555960819608,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Anguilla anguilla,,Actinopterygii,Anguilliformes,Anguillidae,Chordata,1229,False,False,38,23,9,8,3,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.001798533357274,extended_greedy_order,
Hygrotus sp.,,Insecta,Coleoptera,Dytiscidae,Arthropoda,1230,False,False,4,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026543402979356,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Amnicola limosa,,Gastropoda,Neotaenioglossa,Hydrobiidae,Mollusca,1231,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029382021515302,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acipenser sinensis,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,1232,False,False,4,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0037172712647893,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cichlasoma urophthalmus,,Actinopterygii,Perciformes,Cichlidae,Chordata,1233,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022181497618268,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gyrinus sp.,,Insecta,Coleoptera,Gyrinidae,Arthropoda,1234,False,False,3,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018844002508868,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lepadella sp.,,Monogononta,Ploima,Brachionidae,Rotifera,1235,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0037523069263088,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Culicoides furens,,Insecta,Diptera,Ceratopogonidae,Arthropoda,1236,False,False,7,7,0,0,1,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0026693761388002,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Leuciscus leuciscus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1237,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0031378159794153,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Potamogeton diversifolius,,Liliopsida,Najadales,Potamogetonaceae,Magnoliophyta,1238,False,False,4,4,0,0,1,24,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0083158316058712,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Bryocamptus pygmaeus,,Maxillopoda,Harpacticoida,Canthocamptidae,Arthropoda,1239,False,False,5,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0026792730106988,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hyphessobrycon herbertaxelrodi,,Actinopterygii,Characiformes,Characidae,Chordata,1240,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0031670201442854,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Molanna angustata,,Insecta,Trichoptera,Molannidae,Arthropoda,1241,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002759619739945,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Calamoceras marsupus,,Insecta,Trichoptera,Calamoceratidae,Arthropoda,1242,False,False,4,2,2,2,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027339498530145,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Bryocamptus minutus,,Maxillopoda,Harpacticoida,Canthocamptidae,Arthropoda,1243,False,False,5,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.002678674995371,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Neomysis integer,,Malacostraca,Mysida,Mysidae,Arthropoda,1244,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0031202521853227,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Vallisneria sp.,,Liliopsida,Hydrocharitales,Hydrocharitaceae,Magnoliophyta,1245,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028617562323743,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hyphessobrycon bifasciatus,,Actinopterygii,Characiformes,Characidae,Chordata,1246,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022407835636039,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Belostoma indicum,,Insecta,Heteroptera,Belostomatidae,Arthropoda,1247,False,False,3,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027733108451647,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gyrinus punctellus,,Insecta,Coleoptera,Gyrinidae,Arthropoda,1248,False,False,1,1,0,0,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029273756392686,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pseudosuccinea columella,,Gastropoda,Basommatophora,Lymnaeidae,Mollusca,1249,False,False,1,1,1,1,1,21,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0073737268574298,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hemigrammus erythrozonus,,Actinopterygii,Characiformes,Characidae,Chordata,1250,False,False,3,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022351671203051,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Plationus patulus,,Monogononta,Ploima,Brachionidae,Rotifera,1251,False,False,1,1,1,1,1,12,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0063003386071029,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chela cachius,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1252,False,False,1,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0020668380618585,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cypria sp.,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1253,False,False,8,8,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0019634476311346,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hyphessobrycon eques,,Actinopterygii,Characiformes,Characidae,Chordata,1254,False,False,1,1,2,2,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0031445397955765,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gyraulus sp.,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1255,False,False,8,3,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0025882139309526,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Culicoides variipennis,,Insecta,Diptera,Ceratopogonidae,Arthropoda,1256,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024782667734199,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Notopterus notopterus,,Actinopterygii,Osteoglossiformes,Notopteridae,Chordata,1257,False,False,25,16,2,2,1,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0019992269154515,extended_greedy_order,
Mesocyclops edax,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,1258,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003841497802597,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Trichogaster trichopterus,,Actinopterygii,Perciformes,Osphronemidae,Chordata,1259,False,False,10,5,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0022313456131904,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Gyrinus natator,,Insecta,Coleoptera,Gyrinidae,Arthropoda,1260,False,False,1,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026683821073192,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Enallagma aspersum,,Insecta,Odonata,Coenagrionidae,Arthropoda,1261,False,False,1,1,0,0,1,34,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0093156451819702,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pomacea canaliculata,,Gastropoda,Architaenioglossa,Ampullariidae,Mollusca,1262,False,False,12,8,2,2,2,2,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0023169660382928,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Spiralothelphusa hydrodroma,,Malacostraca,Decapoda,Parathelphusidae,Arthropoda,1263,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030069617610869,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Atherix variegata,,Insecta,Diptera,Athericidae,Arthropoda,1264,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025726655445534,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Macropsobrycon uruguayanae,,Actinopterygii,Characiformes,Characidae,Chordata,1265,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032396025274655,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Keratella cochlearis,,Monogononta,Ploima,Brachionidae,Rotifera,1266,False,False,5,4,1,1,1,7,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0051608749630109,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Corydoras melanistius,,Actinopterygii,Siluriformes,Callichthyidae,Chordata,1267,False,False,3,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030438699472984,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Sialis lutaria,,Insecta,Megaloptera,Sialidae,Arthropoda,1268,False,False,11,4,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0015724790096336,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Cambarus bartonii,,Malacostraca,Decapoda,Cambaridae,Arthropoda,1269,False,False,2,1,0,0,1,18,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0068969188009495,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Culicoides schultzei,,Insecta,Diptera,Ceratopogonidae,Arthropoda,1270,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024499612460281,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Melanotaenia fluviatilis,,Actinopterygii,Atheriniformes,Melanotaeniidae,Chordata,1271,False,False,33,14,0,0,3,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0015154059688443,extended_greedy_order,
Notropis topeka,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,1272,False,False,8,3,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0030426894814234,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Morone chrysops,,Actinopterygii,Perciformes,Moronidae,Chordata,1273,False,False,3,3,0,0,1,5,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0044682612372923,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Moxostoma hubbsi,,Actinopterygii,Cypriniformes,Catostomidae,Chordata,1274,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022236758034411,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hyphessobrycon erythrostigma,,Actinopterygii,Characiformes,Characidae,Chordata,1275,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0022236517222663,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Biomphalaria straminea,,Gastropoda,Basommatophora,Planorbidae,Mollusca,1276,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029622776934957,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Parreysia sp.,,Bivalvia,Unionoida,Unionidae,Mollusca,1277,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003015545795659,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cyclops sp.,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,1278,False,False,10,10,0,0,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0021613579750404,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Atherix sp.,,Insecta,Diptera,Athericidae,Arthropoda,1279,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002636285663041,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
